Claim Settlement Time,Claim Approval Rate,Claims Handling Process,Service_score
17.69,95.34,1,0
3.94,81.47,0,2
18.4,81.66,2,1
16.23,96.75,2,1
26.47,82.58,1,0
28.37,97.08,2,1
23.28,82.22,0,0
1.0,82.76,2,1
23.06,80.33,2,1
11.42,84.81,2,1
1.17,83.7,2,1
9.63,98.72,0,2
27.04,92.52,1,0
9.57,99.11,2,1
13.36,82.74,1,2
21.8,83.73,1,0
14.54,95.87,2,1
7.88,87.29,2,1
14.93,90.19,1,2
12.08,95.36,1,2
3.27,88.68,0,2
3.8,91.68,2,1
4.82,96.51,0,2
23.56,87.84,1,0
4.99,89.21,0,2
18.21,89.25,1,0
11.02,82.86,0,2
21.79,92.68,1,0
8.09,96.42,1,2
20.01,83.21,1,0
3.23,83.96,2,1
17.21,88.92,2,1
25.33,99.45,2,1
20.13,92.33,1,0
8.54,93.74,2,1
2.85,81.08,2,1
18.19,91.79,1,0
1.04,86.58,1,2
19.48,86.53,2,1
1.62,97.03,2,1
11.44,83.82,1,2
14.06,96.46,2,1
12.87,94.49,1,2
25.06,89.35,2,1
5.97,86.04,0,2
18.05,84.96,2,1
29.4,84.16,1,0
22.12,92.89,2,1
21.71,95.09,0,0
23.73,90.61,2,1
20.24,95.03,0,0
7.48,83.43,0,2
25.51,90.49,2,1
15.55,83.87,0,2
14.48,80.8,1,2
9.22,83.12,0,2
18.86,88.06,0,0
14.72,86.87,1,2
9.05,94.16,2,1
10.05,86.76,2,1
1.86,89.16,0,2
24.76,94.64,2,1
29.65,90.86,2,1
29.37,84.73,0,0
27.73,91.25,1,0
24.09,80.88,1,0
14.07,87.84,2,1
19.02,87.84,2,1
2.04,85.84,1,2
17.83,92.72,0,0
3.9,82.22,2,1
24.25,86.34,2,1
15.25,93.32,2,1
11.56,87.68,2,1
4.53,80.85,2,1
4.81,82.82,0,2
3.73,85.22,2,1
24.81,92.84,1,0
29.15,96.55,1,0
21.67,94.26,2,1
22.9,83.56,1,0
8.42,89.34,1,2
19.57,85.86,1,0
17.31,99.49,1,0
22.4,91.89,1,0
18.3,97.32,2,1
20.13,97.81,2,1
25.4,86.53,1,0
3.41,80.18,1,2
10.35,87.3,1,2
3.0,87.16,2,1
28.94,88.51,1,0
27.83,96.13,2,1
21.94,97.86,1,0
5.17,89.5,2,1
17.71,84.2,1,0
17.36,82.06,2,1
10.0,86.36,1,2
15.71,81.86,2,1
18.37,95.02,0,0
24.51,96.49,1,0
7.67,85.3,1,2
23.23,86.85,0,0
24.06,84.56,0,0
19.32,82.36,1,0
13.73,92.66,2,1
10.04,83.76,0,2
13.31,98.4,2,1
16.17,81.51,0,0
4.94,97.92,1,2
29.1,91.41,0,0
21.89,81.83,1,0
22.7,84.38,2,1
10.84,83.2,0,2
8.64,81.73,1,2
14.14,83.21,0,2
16.72,97.02,2,1
3.36,81.26,1,2
1.49,99.2,2,1
18.35,94.11,2,1
25.25,98.75,0,0
22.45,95.93,0,0
4.55,81.03,2,1
2.65,83.75,0,2
7.46,89.2,2,1
26.97,98.97,0,0
28.05,81.33,2,1
9.55,99.04,0,2
19.39,96.15,0,0
5.1,80.83,2,1
27.46,83.42,0,0
28.55,87.42,0,0
9.32,91.09,0,2
15.23,80.86,1,2
23.78,94.45,1,0
15.45,98.06,2,1
4.19,92.52,2,1
7.11,93.51,0,2
22.44,86.12,1,0
11.66,83.11,1,2
3.66,86.21,0,2
11.92,84.54,2,1
18.93,81.95,2,1
4.98,81.19,1,2
2.12,90.87,1,2
4.04,91.9,1,2
6.24,80.44,0,2
4.99,91.0,0,2
25.44,95.74,0,0
27.37,89.94,2,1
12.28,83.56,1,2
6.58,86.76,0,2
3.35,98.37,1,2
20.34,99.89,1,0
24.75,97.86,0,0
27.1,89.21,0,0
24.31,99.66,1,0
27.52,85.02,0,0
17.26,80.76,1,0
22.93,90.46,2,1
10.73,97.65,1,2
11.37,98.08,0,2
17.04,97.07,2,1
17.25,81.55,1,0
26.54,81.08,1,0
20.09,90.17,2,1
22.12,86.2,1,0
13.14,82.35,1,2
2.07,83.91,1,2
18.02,91.59,0,0
12.38,92.57,0,2
7.34,83.41,0,2
1.73,80.82,2,1
2.67,91.05,2,1
12.57,89.76,0,2
22.6,83.47,0,0
14.63,96.24,0,2
17.87,84.94,1,0
26.59,83.26,1,0
18.63,87.01,0,0
20.84,84.71,0,0
5.14,99.73,0,2
10.43,85.63,2,1
1.3,91.84,2,1
23.17,87.62,1,0
4.17,82.78,0,2
10.09,91.74,0,2
13.93,82.32,1,2
22.81,85.85,0,0
17.32,96.22,2,1
15.22,96.96,2,1
19.41,91.57,0,0
3.14,90.71,1,2
15.31,89.22,1,2
5.31,92.28,2,1
27.4,91.68,1,0
10.7,97.92,1,2
4.4,85.41,2,1
26.39,85.11,0,0
16.89,88.83,2,1
27.2,92.44,2,1
22.74,96.32,1,0
11.2,85.76,2,1
26.13,99.71,0,0
27.36,96.8,0,0
11.68,96.01,1,2
16.85,81.64,0,0
3.84,95.56,0,2
18.9,94.65,0,0
10.71,96.77,1,2
19.91,81.92,2,1
16.66,94.8,2,1
11.16,82.67,1,2
4.91,80.79,0,2
14.47,91.4,0,2
8.95,94.81,0,2
20.05,95.46,2,1
3.22,87.05,2,1
21.46,85.25,0,0
14.16,81.99,1,2
6.61,95.82,1,2
7.08,92.39,1,2
25.94,84.33,2,1
5.98,88.08,2,1
12.89,87.22,2,1
24.17,89.98,0,0
10.89,83.63,0,2
14.51,85.61,0,2
24.89,92.19,2,1
6.21,94.71,2,1
9.01,94.89,0,2
16.26,96.68,2,1
29.5,95.13,1,0
14.38,97.56,1,2
8.68,93.03,1,2
26.53,95.71,1,0
22.5,90.5,1,0
26.38,84.58,0,0
24.85,85.51,2,1
25.84,84.41,1,0
8.22,93.66,1,2
21.17,80.11,1,0
6.76,91.77,1,2
27.82,96.79,0,0
16.8,97.65,2,1
11.85,93.45,2,1
29.89,82.18,0,0
6.41,95.94,1,2
9.78,98.23,0,2
29.47,98.72,0,0
21.14,97.68,2,1
9.95,82.05,1,2
5.05,93.48,0,2
18.24,80.74,1,0
6.41,88.79,2,1
13.15,81.19,0,2
20.65,87.23,2,1
19.36,89.52,2,1
26.02,94.85,2,1
28.49,86.51,2,1
18.51,98.45,2,1
8.87,95.44,1,2
17.07,83.93,0,0
12.81,81.67,2,1
15.06,88.36,2,1
29.23,88.54,2,1
8.76,84.13,2,1
21.57,81.42,2,1
8.09,84.44,0,2
25.55,94.61,2,1
19.08,95.41,1,0
6.73,96.98,1,2
22.76,80.07,0,0
18.72,85.58,1,0
7.33,90.98,0,2
15.38,84.4,0,2
2.49,83.07,1,2
11.6,94.44,0,2
15.21,83.66,1,2
27.94,83.97,0,0
23.01,86.24,2,1
4.42,80.85,2,1
7.54,93.1,0,2
7.1,85.27,2,1
28.59,98.7,1,0
17.39,99.08,0,0
16.68,89.36,2,1
28.51,98.6,1,0
17.7,86.64,1,0
10.59,84.76,2,1
20.26,81.18,1,0
29.22,96.9,0,0
2.41,86.22,1,2
27.56,96.14,0,0
17.25,94.58,1,0
3.54,99.79,2,1
17.46,86.11,1,0
4.18,85.53,0,2
11.52,88.75,1,2
13.21,96.99,1,2
2.58,85.77,2,1
5.8,91.34,2,1
14.93,98.4,2,1
21.7,86.54,1,0
1.47,85.49,2,1
26.01,92.85,1,0
1.76,87.32,0,2
11.28,89.56,0,2
15.26,94.09,2,1
11.91,84.42,0,2
23.91,84.86,2,1
3.2,89.33,0,2
6.0,93.42,2,1
14.21,94.58,0,2
3.62,95.89,1,2
25.09,94.51,0,0
1.62,91.3,0,2
24.56,82.65,1,0
24.04,89.23,2,1
12.95,87.62,2,1
20.74,88.27,1,0
20.35,94.32,0,0
13.66,91.61,0,2
3.16,92.43,1,2
26.27,92.78,0,0
26.39,80.28,0,0
25.94,95.16,1,0
12.78,87.89,1,2
14.36,81.03,2,1
17.22,80.98,1,0
12.78,86.21,1,2
29.19,91.11,2,1
22.05,80.21,1,0
9.37,92.82,1,2
5.65,94.25,1,2
14.91,81.68,2,1
11.27,84.63,0,2
26.56,96.94,1,0
23.03,92.99,2,1
29.43,87.38,1,0
26.7,97.67,0,0
17.33,80.61,0,0
18.87,80.11,0,0
9.12,91.21,0,2
15.12,94.26,2,1
14.87,82.02,0,2
13.06,90.36,0,2
23.98,90.66,1,0
27.31,83.08,0,0
7.12,85.24,1,2
16.99,99.4,2,1
15.91,95.59,0,0
5.29,93.35,1,2
22.45,93.03,1,0
19.95,84.13,1,0
17.79,82.8,0,0
28.6,91.97,0,0
3.77,81.14,2,1
11.15,87.74,0,2
27.93,83.7,0,0
10.36,86.17,0,2
7.75,81.2,2,1
23.75,96.57,1,0
15.56,81.35,0,2
29.53,95.11,1,0
11.4,82.3,2,1
4.12,85.24,0,2
9.45,87.03,1,2
11.39,94.25,0,2
28.34,88.93,0,0
5.26,99.02,0,2
8.59,80.91,1,2
25.67,93.87,1,0
3.23,81.14,1,2
6.68,90.3,1,2
27.84,98.64,0,0
27.75,89.0,1,0
24.8,92.13,2,1
15.94,88.11,2,1
15.86,91.73,2,1
22.8,94.03,2,1
4.62,99.15,0,2
9.08,98.69,2,1
1.48,81.59,1,2
7.21,85.88,1,2
14.22,93.17,2,1
7.13,81.32,1,2
6.56,85.92,2,1
9.39,93.55,0,2
21.55,92.61,1,0
18.54,93.9,1,0
19.75,96.91,2,1
14.03,96.41,0,2
20.84,82.57,1,0
24.44,92.6,0,0
6.77,97.94,1,2
27.13,90.34,1,0
18.36,88.3,2,1
13.99,94.24,0,2
24.91,90.0,2,1
1.69,97.69,2,1
8.21,95.36,0,2
15.12,82.98,1,2
1.94,90.66,2,1
3.85,83.4,0,2
12.29,88.45,0,2
1.86,99.55,0,2
10.81,87.14,1,2
23.86,88.27,1,0
3.38,89.62,2,1
6.92,95.71,2,1
5.09,98.05,2,1
3.91,84.33,0,2
10.56,92.68,0,2
28.94,90.32,0,0
13.55,97.03,0,2
8.12,92.91,1,2
8.3,86.48,0,2
25.32,86.16,0,0
4.97,93.68,0,2
28.87,85.2,1,0
21.74,94.22,1,0
1.98,97.12,0,2
9.84,80.6,1,2
14.34,92.35,1,2
10.56,87.37,2,1
2.82,98.4,2,1
24.24,96.17,2,1
17.68,98.97,0,0
9.88,80.45,2,1
5.89,85.21,0,2
1.43,81.42,0,2
26.95,80.51,1,0
12.79,87.4,2,1
11.58,99.09,1,2
29.0,80.03,0,0
29.2,92.2,0,0
24.21,81.18,2,1
26.13,94.99,0,0
17.92,94.21,1,0
12.46,98.38,0,2
14.0,82.8,2,1
18.52,92.44,1,0
25.77,93.07,2,1
17.08,90.2,0,0
4.41,97.09,2,1
14.24,91.88,0,2
17.39,88.27,0,0
13.09,92.37,1,2
5.33,83.63,0,2
25.15,94.66,2,1
26.37,97.94,0,0
10.11,96.17,1,2
26.17,97.25,2,1
16.32,98.09,1,0
16.72,85.53,0,0
3.67,83.32,2,1
20.64,96.55,0,0
11.18,91.58,1,2
4.91,86.03,2,1
23.45,83.07,0,0
27.36,89.01,0,0
11.74,95.52,2,1
3.88,89.48,1,2
8.18,92.91,1,2
26.55,89.15,0,0
28.68,87.49,0,0
17.01,91.95,1,0
17.33,94.71,2,1
12.75,91.48,0,2
19.98,95.1,0,0
3.07,87.33,0,2
10.01,94.24,2,1
8.38,87.88,0,2
14.11,98.48,1,2
27.86,87.53,2,1
23.81,99.37,2,1
4.31,86.08,0,2
26.27,82.33,2,1
27.93,94.29,2,1
17.49,99.49,2,1
14.6,87.05,0,2
7.9,98.87,0,2
5.87,86.0,2,1
1.63,94.41,1,2
13.76,86.19,0,2
19.21,91.71,2,1
10.45,90.5,1,2
28.71,92.76,0,0
18.53,93.25,2,1
4.99,95.28,0,2
6.01,94.95,1,2
3.2,98.99,0,2
29.51,95.6,2,1
11.73,81.15,2,1
22.88,92.11,2,1
5.96,99.73,0,2
15.29,95.18,0,2
11.0,82.07,1,2
23.14,84.7,2,1
13.76,82.99,2,1
26.65,86.41,0,0
11.08,82.6,1,2
23.63,80.02,0,0
20.52,81.6,1,0
26.17,93.4,0,0
21.24,80.85,2,1
13.09,85.7,2,1
3.75,98.31,1,2
13.32,85.94,1,2
12.39,90.36,0,2
10.36,91.32,1,2
2.64,81.41,0,2
7.6,84.48,1,2
1.15,88.27,2,1
15.2,93.56,2,1
23.41,84.58,1,0
25.21,84.09,0,0
26.05,81.54,2,1
21.41,83.87,2,1
13.16,81.16,2,1
4.13,91.78,1,2
9.07,88.48,0,2
10.0,96.07,2,1
5.62,94.88,1,2
18.85,96.02,1,0
5.75,93.23,0,2
28.17,82.24,0,0
28.62,88.06,0,0
25.81,97.43,0,0
5.52,98.97,0,2
11.73,93.91,1,2
25.9,99.65,1,0
17.32,85.02,2,1
4.84,98.83,2,1
7.33,81.62,1,2
18.84,93.76,2,1
5.6,81.39,2,1
21.3,95.49,1,0
9.67,87.06,1,2
5.63,94.78,1,2
10.51,83.5,1,2
21.42,99.61,0,0
8.51,87.5,0,2
2.2,99.5,2,1
1.12,99.0,1,2
17.89,86.83,1,0
5.41,82.61,1,2
8.83,88.39,2,1
10.21,85.7,1,2
20.13,83.49,0,0
18.17,93.84,1,0
14.1,97.26,1,2
9.91,96.73,1,2
12.96,84.95,1,2
27.62,98.59,1,0
26.04,84.47,1,0
14.05,93.93,2,1
6.73,94.65,2,1
27.03,97.74,1,0
28.29,85.03,1,0
16.02,91.29,2,1
18.85,82.77,2,1
6.79,84.07,0,2
25.25,99.03,1,0
25.5,94.56,0,0
16.17,89.63,2,1
14.31,98.25,1,2
13.01,97.98,0,2
7.12,87.68,2,1
29.69,91.23,2,1
20.89,98.2,2,1
5.55,97.72,2,1
24.15,87.04,0,0
15.88,97.38,1,0
19.4,92.02,2,1
3.39,90.41,0,2
19.41,83.12,2,1
8.23,93.65,0,2
23.31,99.02,2,1
18.76,80.01,1,0
2.24,97.58,0,2
28.98,94.2,0,0
7.54,82.57,2,1
26.9,89.7,1,0
12.82,85.25,1,2
17.77,83.22,0,0
14.51,83.55,1,2
4.06,98.75,1,2
1.36,98.51,0,2
10.16,98.52,0,2
3.56,97.3,0,2
23.64,90.45,0,0
7.21,80.86,0,2
20.8,80.17,1,0
27.63,88.33,1,0
14.4,96.67,0,2
16.89,83.43,1,0
5.6,84.77,0,2
1.0,83.08,2,1
25.42,98.78,1,0
12.8,84.32,1,2
22.91,98.56,2,1
8.67,88.76,2,1
28.61,90.44,1,0
28.99,81.76,1,0
15.07,92.48,0,2
15.01,90.36,0,2
14.55,86.4,2,1
10.55,84.29,1,2
25.63,85.51,2,1
14.74,84.78,1,2
25.83,80.71,2,1
5.24,86.4,1,2
26.32,88.68,1,0
21.64,85.96,2,1
2.18,89.94,1,2
17.39,88.12,0,0
15.16,86.39,0,2
4.01,99.84,1,2
6.2,97.1,2,1
5.5,96.2,1,2
7.47,81.61,2,1
11.48,90.17,1,2
2.18,83.3,0,2
7.6,98.55,0,2
23.89,84.94,1,0
16.64,94.32,2,1
7.37,95.08,0,2
14.09,83.53,1,2
15.18,94.98,0,2
5.97,90.32,1,2
29.74,80.33,0,0
6.99,90.5,0,2
26.42,85.3,1,0
18.98,92.76,0,0
18.56,90.75,0,0
2.36,89.02,2,1
2.15,87.62,1,2
14.26,80.5,0,2
5.67,99.46,0,2
5.12,83.52,0,2
4.39,96.0,1,2
4.72,85.78,2,1
26.44,98.28,2,1
7.57,83.34,1,2
3.33,96.17,2,1
22.93,98.86,1,0
5.11,96.63,1,2
28.38,82.81,1,0
25.09,85.86,1,0
18.35,99.02,1,0
23.29,85.68,1,0
25.58,88.91,2,1
21.53,88.81,0,0
17.01,87.86,1,0
5.89,98.92,2,1
15.61,82.92,0,0
19.21,82.81,0,0
2.17,84.44,0,2
26.43,88.49,0,0
2.51,94.65,2,1
6.6,96.55,0,2
26.09,81.53,1,0
7.06,93.61,2,1
7.46,80.0,0,2
4.35,99.3,1,2
13.53,91.63,0,2
27.13,85.01,1,0
6.16,94.07,0,2
3.22,96.56,0,2
5.02,94.73,1,2
1.7,84.62,0,2
19.27,81.13,0,0
8.33,83.38,2,1
17.72,85.08,2,1
14.55,83.57,1,2
2.34,82.52,1,2
5.69,99.49,0,2
24.7,84.99,2,1
17.69,90.94,1,0
6.61,92.74,0,2
10.28,96.3,2,1
29.56,95.03,1,0
8.16,97.51,1,2
19.25,99.89,2,1
20.09,93.88,2,1
27.92,91.16,0,0
26.99,91.73,2,1
9.87,81.23,1,2
19.22,81.76,1,0
6.38,96.08,0,2
6.36,82.73,0,2
25.05,96.07,0,0
1.04,87.67,2,1
4.3,93.52,1,2
5.23,80.77,1,2
20.47,81.66,2,1
14.99,94.9,1,2
10.27,84.41,0,2
15.59,93.53,2,1
2.01,93.14,1,2
14.36,87.58,1,2
7.95,87.25,0,2
15.19,95.23,1,2
25.95,96.69,2,1
29.22,89.28,1,0
27.75,80.73,0,0
3.58,93.67,1,2
9.78,84.65,2,1
5.35,80.82,1,2
20.34,93.79,0,0
25.26,96.62,2,1
19.79,81.55,1,0
28.34,90.36,2,1
9.43,89.62,1,2
21.67,85.15,0,0
16.64,94.77,0,0
26.09,98.65,1,0
20.28,86.07,2,1
5.3,84.78,0,2
4.54,87.51,1,2
3.2,99.12,2,1
29.26,92.18,0,0
10.28,93.36,2,1
13.31,97.46,0,2
26.03,81.24,0,0
14.02,92.47,2,1
11.42,94.7,0,2
29.32,84.25,2,1
13.1,84.86,2,1
24.74,99.68,1,0
17.68,90.81,1,0
29.16,85.49,0,0
21.55,99.94,0,0
23.83,98.64,0,0
28.65,90.44,1,0
22.94,89.95,2,1
6.57,98.45,2,1
5.68,92.69,0,2
13.13,86.18,0,2
19.86,84.68,1,0
1.28,90.9,0,2
3.09,95.67,2,1
10.82,87.14,1,2
8.16,82.9,0,2
8.56,96.91,2,1
24.18,83.89,0,0
16.26,91.44,1,0
22.13,93.72,0,0
25.4,96.13,1,0
10.57,81.62,1,2
26.6,89.69,1,0
20.43,81.42,2,1
9.0,83.15,1,2
26.69,91.77,2,1
3.28,90.63,2,1
22.2,88.36,1,0
5.02,90.65,2,1
14.24,97.03,0,2
9.76,87.75,1,2
26.77,88.69,1,0
4.86,80.19,0,2
9.08,98.87,2,1
5.03,87.22,2,1
11.21,83.2,1,2
28.13,89.52,0,0
6.2,88.97,2,1
2.81,80.69,1,2
19.96,96.17,2,1
22.76,85.58,2,1
21.81,99.33,2,1
15.08,92.71,1,2
24.98,85.47,2,1
13.91,86.57,0,2
23.8,83.2,1,0
20.38,89.11,2,1
21.9,85.12,0,0
19.11,92.61,1,0
28.66,96.66,2,1
15.09,92.11,1,2
19.98,82.38,2,1
13.5,99.37,1,2
1.72,82.21,2,1
20.11,80.43,2,1
19.18,95.19,2,1
20.77,90.88,1,0
26.82,84.4,1,0
13.3,83.13,0,2
7.68,84.83,0,2
18.64,94.04,2,1
25.71,98.82,0,0
29.12,99.53,1,0
10.72,96.98,2,1
11.0,99.92,2,1
10.28,80.45,0,2
25.63,85.48,1,0
20.12,80.67,1,0
17.38,89.74,0,0
8.79,98.66,0,2
5.17,95.01,0,2
8.3,92.26,0,2
7.98,80.43,2,1
23.46,84.88,0,0
25.08,87.06,1,0
3.69,84.68,1,2
4.06,84.04,2,1
10.92,93.74,0,2
12.08,83.49,1,2
26.11,81.28,2,1
9.29,87.79,0,2
21.43,90.07,2,1
2.9,92.33,1,2
10.76,84.5,0,2
27.6,80.7,2,1
15.31,88.71,1,2
25.21,94.04,1,0
12.39,88.54,0,2
28.16,85.36,2,1
16.32,87.26,1,0
17.51,88.62,2,1
16.91,82.74,1,0
22.87,89.96,0,0
28.21,83.28,2,1
5.66,98.35,1,2
11.52,83.72,1,2
25.61,80.36,0,0
23.62,93.6,1,0
8.47,86.37,2,1
21.48,83.03,0,0
1.25,99.73,1,2
10.29,82.44,1,2
6.92,82.39,2,1
18.94,85.68,2,1
9.48,95.11,1,2
17.78,97.69,1,0
28.16,90.23,0,0
3.4,82.71,0,2
28.17,83.12,1,0
25.68,92.04,2,1
17.43,80.19,0,0
12.97,84.61,2,1
7.13,81.14,1,2
14.78,91.56,1,2
18.74,80.04,2,1
25.87,84.83,2,1
26.91,92.6,1,0
23.72,98.2,1,0
13.52,95.47,2,1
14.32,81.04,1,2
20.26,87.91,1,0
11.6,93.15,0,2
27.29,96.01,1,0
20.48,84.72,0,0
23.55,86.87,1,0
25.63,99.85,0,0
11.53,85.54,0,2
14.99,86.63,0,2
9.16,93.09,1,2
23.34,92.41,0,0
23.61,92.52,1,0
28.67,90.95,0,0
25.59,84.02,2,1
16.73,81.69,2,1
9.39,95.19,2,1
27.71,98.6,2,1
14.64,93.26,0,2
14.25,98.27,0,2
26.92,88.51,2,1
28.2,81.11,1,0
9.61,93.38,1,2
20.49,92.2,1,0
1.94,89.3,0,2
21.92,96.83,1,0
11.04,87.5,2,1
17.67,82.07,1,0
20.3,83.97,0,0
24.83,90.74,2,1
12.2,82.37,2,1
20.07,82.53,0,0
28.16,82.15,0,0
1.72,87.27,2,1
23.94,82.03,2,1
2.24,98.12,2,1
9.53,91.63,1,2
22.24,97.35,2,1
6.69,84.67,2,1
29.34,89.19,1,0
16.89,90.17,1,0
20.48,93.13,2,1
6.07,97.55,2,1
25.32,95.88,1,0
24.58,90.01,0,0
3.81,96.41,0,2
16.79,88.95,2,1
27.05,88.45,1,0
29.21,98.68,1,0
10.83,89.74,0,2
19.08,99.55,1,0
10.53,97.47,0,2
5.98,83.56,0,2
24.55,82.07,1,0
16.28,90.28,2,1
8.15,84.31,1,2
5.61,89.87,1,2
18.13,85.99,2,1
4.38,94.06,1,2
11.14,80.24,0,2
26.08,93.42,1,0
12.69,89.62,0,2
14.2,99.81,2,1
21.45,83.62,2,1
8.08,81.93,1,2
20.2,98.08,1,0
16.43,92.07,0,0
10.65,85.03,1,2
13.66,91.49,2,1
23.16,92.45,1,0
6.83,97.56,2,1
3.24,99.4,0,2
24.42,86.02,1,0
27.31,81.69,1,0
2.0,83.6,0,2
5.25,83.52,1,2
8.48,88.9,2,1
9.19,81.34,1,2
22.81,87.08,2,1
22.36,81.99,2,1
29.35,90.75,1,0
19.56,97.71,2,1
8.32,84.19,2,1
1.15,89.04,2,1
21.41,81.85,2,1
17.71,87.02,2,1
1.84,96.53,0,2
27.22,95.29,2,1
10.47,88.4,1,2
16.25,87.88,1,0
2.85,85.5,2,1
12.71,95.6,0,2
11.92,91.7,2,1
14.06,88.59,0,2
1.88,95.48,0,2
7.25,82.0,0,2
7.97,81.95,0,2
6.07,97.91,1,2
1.83,89.56,2,1
20.24,93.31,0,0
27.37,83.72,1,0
12.17,96.29,0,2
27.09,98.29,0,0
11.53,80.35,1,2
24.58,97.96,1,0
6.41,93.58,2,1
10.68,89.35,1,2
21.61,94.17,0,0
21.82,93.46,1,0
26.42,89.86,0,0
23.19,81.43,1,0
8.92,83.27,2,1
29.87,84.55,1,0
17.22,81.23,0,0
3.94,90.1,0,2
10.88,93.63,0,2
26.87,98.81,1,0
14.88,89.86,2,1
24.48,85.52,1,0
24.51,83.1,1,0
23.64,81.35,1,0
13.67,93.47,2,1
17.4,98.67,1,0
15.57,80.2,1,0
2.92,87.17,2,1
29.41,89.56,1,0
5.9,91.46,0,2
8.67,92.69,1,2
7.41,90.1,2,1
11.12,95.81,1,2
8.82,82.78,1,2
12.15,85.46,2,1
19.91,89.82,0,0
25.03,91.64,2,1
16.8,84.09,1,0
21.13,81.05,1,0
14.91,80.87,1,2
29.6,84.06,2,1
1.94,89.99,2,1
12.2,83.57,0,2
25.09,83.58,0,0
6.66,99.51,0,2
9.86,95.91,0,2
25.92,87.9,1,0
1.93,92.22,1,2
12.36,95.29,0,2
2.64,89.81,0,2
5.15,88.84,0,2
4.34,99.9,1,2
13.19,82.06,2,1
26.21,91.68,1,0
8.3,94.3,0,2
15.64,86.23,1,0
4.08,84.33,2,1
28.86,85.64,0,0
8.65,92.8,2,1
9.71,99.41,2,1
5.03,93.35,0,2
24.8,91.52,2,1
14.49,85.93,0,2
17.85,90.8,2,1
24.31,94.44,1,0
15.81,93.58,0,0
4.57,89.46,1,2
14.86,96.18,0,2
24.15,99.58,2,1
3.41,82.42,2,1
16.93,81.09,2,1
14.02,93.65,2,1
17.65,84.7,0,0
8.43,98.65,0,2
20.92,86.35,1,0
11.01,80.23,1,2
18.51,96.45,0,0
16.54,85.47,0,0
21.74,90.93,2,1
1.42,93.5,1,2
27.61,96.91,1,0
26.54,84.37,0,0
12.45,82.98,0,2
5.44,88.26,2,1
6.97,88.97,0,2
12.42,85.71,2,1
23.45,87.65,0,0
18.81,87.05,0,0
13.76,98.07,0,2
27.58,83.56,1,0
4.21,98.65,2,1
24.52,82.57,2,1
3.87,91.43,1,2
26.27,81.43,2,1
4.58,84.57,0,2
15.72,83.12,0,0
19.0,87.85,0,0
22.29,99.52,2,1
13.89,92.7,0,2
23.63,92.0,0,0
6.71,84.04,2,1
10.92,97.17,1,2
14.87,84.34,0,2
29.0,93.01,2,1
17.11,86.57,2,1
12.69,99.06,1,2
8.5,83.06,2,1
2.0,83.49,0,2
21.94,96.82,1,0
3.54,99.12,1,2
18.41,89.85,0,0
21.66,93.52,1,0
10.33,81.79,0,2
14.27,80.99,0,2
11.4,84.24,1,2
9.66,98.11,1,2
8.3,94.37,0,2
3.79,99.87,2,1
16.2,83.95,0,0
29.88,95.94,1,0
12.27,98.54,1,2
23.29,96.22,2,1
12.45,80.29,2,1
16.17,85.28,1,0
16.16,97.3,0,0
27.55,92.42,2,1
24.49,80.66,0,0
26.48,97.77,2,1
19.52,86.48,2,1
17.02,98.69,1,0
29.84,80.66,2,1
16.92,98.06,0,0
8.59,89.96,0,2
14.04,91.21,2,1
26.42,90.36,1,0
14.67,95.43,2,1
15.42,93.9,0,2
12.35,99.9,0,2
8.65,90.13,2,1
23.26,91.95,0,0
9.11,90.32,2,1
23.56,82.84,0,0
19.51,80.81,2,1
29.35,90.03,1,0
6.82,94.9,1,2
11.16,93.67,0,2
28.53,91.49,0,0
9.06,90.46,2,1
3.61,80.66,2,1
4.25,80.98,1,2
25.85,86.63,1,0
18.52,95.55,2,1
3.02,88.16,2,1
7.72,84.17,1,2
5.64,96.98,0,2
5.44,97.8,1,2
27.26,94.72,1,0
28.19,80.86,2,1
19.48,85.13,1,0
29.48,82.89,0,0
10.39,94.27,1,2
12.6,91.01,1,2
1.91,90.97,0,2
7.19,82.7,1,2
25.67,84.6,2,1
10.5,98.66,0,2
16.5,86.81,2,1
21.89,88.83,1,0
20.75,98.76,1,0
27.96,96.79,2,1
2.45,91.83,0,2
20.38,80.75,0,0
7.44,84.14,1,2
21.81,89.64,2,1
25.22,93.23,0,0
5.49,88.78,1,2
26.93,95.13,0,0
24.89,82.62,2,1
12.97,99.65,2,1
6.52,89.82,0,2
25.22,92.19,0,0
26.29,98.33,2,1
15.23,84.84,1,2
19.35,94.85,0,0
15.13,80.69,1,2
21.58,97.42,1,0
25.7,88.72,1,0
8.58,83.09,2,1
22.85,87.51,2,1
9.29,91.56,1,2
10.04,85.59,1,2
3.7,95.05,0,2
24.18,84.94,1,0
3.82,92.98,1,2
9.84,87.04,0,2
18.27,80.82,1,0
28.72,84.58,0,0
2.51,96.29,2,1
4.71,86.88,1,2
8.76,92.43,2,1
13.53,88.32,2,1
20.39,84.33,0,0
29.5,85.24,2,1
6.39,86.87,1,2
10.35,93.68,0,2
27.5,86.07,1,0
3.46,94.71,1,2
17.56,81.06,0,0
28.7,92.84,2,1
17.68,97.23,2,1
24.24,97.75,0,0
20.61,83.67,0,0
4.65,86.0,1,2
7.11,92.24,0,2
29.52,86.12,1,0
26.16,92.67,0,0
3.89,91.27,2,1
1.29,93.61,0,2
